,C,count,sigma_nor,vocab_index,word,vector,topic,exemplar,word*,pos,x2D,y2D
0,53.89693760683825,1606,2.337648997492316,0,data,"[ 6.2946954e+00  1.1612407e-01  1.0545051e+01  3.5700498e+00
  5.4769082e+00 -6.0771265e+00 -2.2543341e-01  4.3654003e+00
 -2.1732724e+00  6.8046516e-03]",22,,data,1,5.54392147064209,1.5175626277923584
1,70.03862668000059,960,3.242387197324407,1,visualization,"[ 6.4350743   0.03973436 10.143644    3.9925282   5.237568   -6.1164284
 -0.73687387  4.1954274  -2.0158453  -0.16953503]",-1,,visualization,1,6.171114921569824,2.4452476501464844
2,146.83079166765046,831,6.049520674158766,2,dimension,"[ 5.852423   -0.2749793  10.181214    3.836176    5.3035913  -6.2988467
 -0.98681635  4.9963923  -1.870879   -0.10562345]",-1,,dimension,2,4.845225811004639,3.317762851715088
3,49.9134885069765,743,2.812440516434729,3,visual,"[ 6.2552290e+00  7.6082959e-03  1.0012904e+01  4.0494041e+00
  5.4660244e+00 -6.0675507e+00 -9.7626752e-01  4.1996193e+00
 -1.7590798e+00 -6.0638201e-01]",31,,visual,1,7.145698070526123,1.8042232990264893
4,13.593731269333265,694,1.5088658910084376,4,1,"[ 3.6855009  -2.0307388   6.5948977   3.1966417   4.069657   -5.180992
 -1.291486    2.3905354  -1.7746952  -0.76898026]",4,,1,1,-3.268068790435791,15.20481014251709
5,45.235647794870374,638,2.7699485380056452,5,interaction,"[ 6.472907   -0.28843093 10.649419    3.4482608   6.1638985  -6.036926
 -0.25178108  4.454779   -2.078026   -1.1401759 ]",-1,,interaction,3,3.332726240158081,0.10122878104448318
6,68.37692696919815,638,3.6766050687078686,6,users,"[ 6.8928537   0.413636   10.634547    2.1637883   5.787438   -5.5681887
 -0.68271303  5.056498   -2.3625474  -1.4755819 ]",-1,,users,4,-0.32127493619918823,-1.123371958732605
7,21.14497380169072,632,1.82992548931816,7,s,"[ 4.3935633 -0.6537817  7.5612497  1.8796451  3.6635633 -3.8352842
 -1.676936   3.134025  -1.3941494 -1.4220684]",6,,s,1,-14.177599906921387,1.4183372259140015
8,46.30396787905884,621,2.8359527276456626,8,d,"[ 4.3913565  -0.77480733  7.505379    1.8897057   3.6981084  -3.9130106
 -1.6856412   3.0880218  -1.3752873  -1.4208578 ]",6,*,d*,2,-14.297283172607422,1.4492019414901733
9,16.15673430887432,570,1.6663640607369914,9,information,"[ 6.656208    0.12071814 10.610091    3.3292751   5.7176337  -6.036213
 -0.09898177  4.2118526  -2.3806798  -0.3838603 ]",22,,information,2,5.198683261871338,0.8252678513526917
10,32.27894824907322,567,2.337372924595371,10,user,"[ 6.7129498   0.29954663 10.5684395   2.3622787   5.5304213  -5.622459
 -0.79768825  4.7282867  -2.5365336  -1.2490284 ]",-1,,user,5,0.3956701159477234,-2.063861846923828
11,67.41768218533164,566,3.798524018001587,11,dimensions,"[ 5.9303517  -0.26206645 10.274747    3.685268    5.292424   -6.314012
 -0.92666644  5.0410748  -1.9156696  -0.0586325 ]",32,,dimensions,1,4.793886184692383,3.295990228652954
12,12.997606442861715,556,1.542088228405386,12,2,"[ 3.6898324 -2.0263274  6.5953903  3.1958215  4.0109344 -5.253826
 -1.279122   2.4159825 -1.7746    -0.7875612]",4,,2,2,-3.251772403717041,15.241211891174316
13,87.0314900756558,543,4.687594320716691,13,dimensional,"[ 5.8000336  -0.21762636  9.938296    4.1696663   5.298983   -6.2418575
 -0.9998246   4.7071304  -1.6370271  -0.09462761]",-1,,dimensional,6,6.45062255859375,3.082211971282959
14,67.00566186019745,540,3.8461522504204817,14,j,"[ 4.329236   -0.36979237  7.525831    2.0727615   3.6040647  -3.5748005
 -1.6789314   3.1455228  -1.4152529  -1.4203843 ]",6,,j,3,-13.621859550476074,1.4908719062805176
15,11.672089390139584,529,1.4984652083631183,15,3,"[ 3.6597927 -2.0550969  6.620253   3.1822834  4.054803  -5.2244735
 -1.3073505  2.3971848 -1.75643   -0.7971102]",4,*,3*,3,-3.2381396293640137,15.238801956176758
16,29.87326315679142,524,2.286123215043587,16,analysis,"[ 6.513685   -0.08094129 10.665992    3.6054041   5.7683716  -6.2339587
 -0.13455714  4.293956   -2.3273876  -0.21136193]",22,,analysis,3,5.312166690826416,1.02462637424469
