,C,count,sigma_nor,vocab_index,word,vector,topic,exemplar,word*,pos,x2D,y2D
64,17.37827569279692,70,2.9183094116063146,89,2011,"[ 4.1298556  1.8129652  5.004598   2.1227658  2.0981123  2.1302247
 -1.3956327  2.1849225 -0.5820085 -1.4781274]",0,*,2011*,3,-14.434910774230957,0.23470266163349152
65,16.837817810075666,70,2.8579936710913736,90,2005,"[ 3.8779156   1.9805826   5.055581    2.1407046   2.1010845   2.066504
 -1.4297066   2.2228656  -0.49768004 -1.4486998 ]",0,,2005,4,-14.286108016967773,0.18884268403053284
66,11.266419885722312,65,2.2763819870499096,91,north,"[2.5675395  1.954268   5.454585   2.5931423  3.5847936  1.4267097
 0.16590591 2.0212064  0.59507    0.45803225]",-1,,north,23,0.7575770616531372,-10.02206802368164
67,6.098429534232323,65,1.6804709356104002,94,output,"[2.7704039 2.9645138 6.391423  2.083451  3.2335317 1.3006325 0.7215425
 2.3741977 0.8943954 0.8420678]",6,,output,9,2.489396810531616,-0.28666913509368896
68,6.287700420450311,65,1.7022953983400047,95,sect,"[2.206789   2.698539   6.0688214  2.2938411  3.0386455  0.811971
 0.15679619 1.8850886  1.4457077  0.52641827]",-1,,sect,24,1.0998523235321045,-0.7341819405555725
69,18.056691392962605,65,3.0593551658354854,99,representation,"[2.614262  2.7880585 6.1171994 2.014795  3.3862891 1.3231441 0.5757721
 2.3748045 0.7897266 1.1055436]",6,,representation,10,2.1451728343963623,-1.086751103401184
70,14.425885349373296,65,2.640693887494587,100,york,"[ 3.597474    2.4572077   5.3638263   3.3075306   1.4228464   1.1661118
 -1.4352106   0.74508774  0.10203668 -2.5334566 ]",2,,york,3,-10.029701232910156,4.609292030334473
71,6.246523529907725,60,1.7213331153107396,105,addition,"[ 3.2464175   2.2287538   5.581664    2.3304112   2.6295476   1.5279088
 -0.360897    2.0660915   0.0952247  -0.37430546]",-1,,addition,25,1.2768831253051758,-11.276741027832031
72,12.366060970507643,60,2.452092459016164,110,usa,"[ 3.5358603   2.450489    5.319632    3.4238498   1.5529281   1.1734849
 -1.2735316   0.8788612   0.19026496 -2.448993  ]",2,,usa,4,-10.236757278442383,4.420708179473877
73,7.07605295866565,55,1.8506224665956763,111,datasets,"[2.6690218  3.0821722  6.732681   2.4849968  3.1893783  1.006458
 1.3195367  2.4765046  1.5298556  0.76478803]",4,*,datasets*,10,3.2423155307769775,1.2164422273635864
74,6.747824816961738,55,1.8099232154158469,113,assignments,"[2.3299975 2.5229917 6.3290615 1.8021886 3.3697562 1.2331275 0.7959744
 2.3422496 1.2536861 1.1752353]",6,*,assignments*,11,1.0092971324920654,-1.7680928707122803
75,16.130383203048225,55,2.9733307723742635,116,linear,"[2.779874   2.322036   5.5886455  2.5645442  3.3865964  1.2405057
 0.58403903 1.8957784  0.4056882  0.5133349 ]",-1,,linear,26,0.9169121980667114,-10.044883728027344
76,5.860028647791862,55,1.6998392990948334,117,distances,"[2.2960973 2.048166  5.9709415 2.3185053 3.7575996 1.408456  0.7650908
 2.5030508 1.1668582 0.9510115]",-1,,distances,27,2.6364922523498535,-2.210536241531372
77,7.2291023865388775,55,1.8696001114606335,118,nodes,"[3.0350418 3.0238118 6.6330056 2.853758  3.1314359 1.2179676 1.2813108
 2.0680459 1.3962338 0.2097229]",4,*,nodes*,11,3.7755558490753174,1.255297303199768
78,11.420679704332139,55,2.389342438279256,121,acm,"[ 3.7300696   2.7702425   5.5155296   3.4099567   1.4690515   0.8831839
 -0.7644034   0.8342086   0.06777183 -2.7668176 ]",2,*,acm*,5,-9.705523490905762,4.818456649780273
79,11.710250409861308,55,2.4252482896711314,122,2013,"[ 4.033783   1.9275639  4.883562   1.9905599  2.057483   2.3195193
 -1.571904   2.368042  -0.7169921 -1.5400518]",0,*,2013*,5,-14.538311004638672,-0.010110714472830296
80,7.806484704006531,50,1.978845916588443,126,science,"[2.8170075  2.799502   6.287479   2.289496   3.1020367  0.9913627
 0.44948846 1.9188797  0.94757736 0.71941864]",6,,science,12,2.00620174407959,-0.4937271773815155
81,6.751610538216906,50,1.8426021371174517,136,local,"[ 2.6355031e+00  2.0421283e+00  5.2861705e+00  2.6087613e+00
  3.3315709e+00  1.0846443e+00 -2.9965134e-03  1.6786741e+00
  4.1407314e-01  4.6135935e-01]",3,*,local*,5,0.7472852468490601,-10.371688842773438
82,9.21171805334465,50,2.160340836799322,140,performed,"[ 2.8073921   2.2748313   5.2600803   2.476141    2.9324849   1.1537489
 -0.15170778  1.4902325   0.632777   -0.2902831 ]",3,,performed,6,0.8033198118209839,-11.069159507751465
83,12.976074359767251,50,2.646531651870206,143,execute,"[ 2.9010425   2.3173535   5.1703806   2.5500581   2.9100509   1.2277769
 -0.25374722  1.4246578   0.58451915 -0.44879287]",-1,,execute,28,0.8874748945236206,-11.145132064819336
84,16.093497736320593,50,3.049166920423698,144,oli,"[ 3.4917758   2.581673    5.5966973   3.40047     1.4544662   0.98636806
 -1.2435372   0.6672604   0.27260986 -2.4566295 ]",2,,oli,6,-9.97812271118164,4.448944091796875
85,9.985604891467007,50,2.260293296654778,145,ny,"[ 3.5101423   2.449521    5.368756    3.2900138   1.5134306   1.1624836
 -1.4622577   0.7703478   0.20617558 -2.3668659 ]",2,,ny,7,-10.021367073059082,4.239730358123779
86,9.932631444149676,50,2.2534514354089694,146,1145,"[ 3.8266494   2.0259783   5.1029367   2.4693477   2.108088    1.8978647
 -1.4215678   1.8470843  -0.32244527 -1.5159185 ]",0,,1145,6,-13.797858238220215,0.5734637379646301
87,9.857727414993104,50,2.2437770985441,147,vast,"[2.7457023  2.020661   5.2066035  2.695869   3.2601178  1.2199425
 0.1806506  1.6038177  0.31265017 0.19359857]",3,*,vast*,7,0.855725109577179,-10.50235366821289
88,13.718592439706786,50,2.742432634961189,148,2012,"[ 4.068127    1.9633551   4.9347057   2.1257486   1.9442178   2.2165492
 -1.5050465   2.2286866  -0.66023004 -1.6231744 ]",0,*,2012*,7,-14.420302391052246,0.08058125525712967
89,10.694404395497154,50,2.351839308916766,149,w,"[ 3.5502858   2.251683    5.29679     2.9679189   2.0476596   1.4693807
 -1.5695989   1.1259491   0.41433415 -1.3148102 ]",-1,,w,29,-12.331424713134766,1.3023300170898438
90,6.798853627092816,45,1.8854095842931948,150,leman,"[ 3.621827   2.6023707  5.4691014  3.4254303  1.3939024  1.0021136
 -1.1119922  0.7483536  0.1244948 -2.7197688]",2,*,leman*,8,-9.921309471130371,4.69023323059082
91,8.750068349695033,45,2.1488732329749953,158,nonlinear,"[2.7356458  2.4172022  5.8216076  2.4939556  3.44387    1.1759163
 0.8448453  1.9909389  0.58213043 0.68503857]",-1,,nonlinear,30,3.030904769897461,-1.3894035816192627
92,6.525328127157046,45,1.8484766801971841,160,weights,"[2.3589358  2.1699152  6.1107035  2.3448303  3.692189   1.4051389
 0.78383577 2.5828302  1.2389382  0.90267926]",-1,,weights,31,2.5818209648132324,-2.048003673553467
93,13.876564648009632,45,2.841080709713606,163,pi,"[ 3.3798091   2.6475966   5.6766305   3.035448    1.9318949   1.025609
 -1.2398567   0.8721514   0.39574015 -1.8206515 ]",1,,pi,13,-11.885945320129395,2.1679861545562744
94,5.986067195413722,40,1.8121390900687522,169,pca,"[ 3.6685362   2.5841358   5.470212    3.434507    1.2184881   0.99570113
 -0.8380905   0.76653534 -0.05788363 -2.9406476 ]",2,*,pca*,9,-9.669571876525879,4.968585014343262
95,5.826325155800025,40,1.7894903340101926,180,common,"[2.863734   2.1803846  5.253047   2.6528642  3.0759137  1.1594961
 0.01973685 1.5650448  0.26287937 0.09341058]",3,*,common*,8,0.9955283999443054,-10.665247917175293
96,6.171782743630863,40,1.8384704563016083,197,outcome,"[2.564047   2.5957546  6.299682   1.9888576  2.9452257  0.91398275
 0.32252812 2.3094456  0.95513034 0.65502685]",6,,outcome,13,1.4208999872207642,-0.5989161729812622
